feature,importance_log_r2,importance_spearman,model,dataset
node:cmdCode,0.024478098503974866,0.0240271258699134,EdgeGAT_full_attention_ka_tk,electronics
node:score_max,0.017588477615293658,0.02321244175082578,EdgeGAT_full_attention_ka_tk,electronics
edge:pair_events,0.016001903116345344,0.010905570452118965,EdgeGAT_full_attention_ka_tk,electronics
node:events_total,0.01397674289558648,0.019148058926933425,EdgeGAT_full_attention_ka_tk,electronics
node:gdpcap_d,0.012472159186938595,0.0070110889396608105,EdgeGAT_full_attention_ka_tk,electronics
edge:pair_gold_mean,0.006695363724661729,0.003059437182783601,EdgeGAT_full_attention_ka_tk,electronics
node:score_vol,0.0037967265997284803,0.008713511693841935,EdgeGAT_full_attention_ka_tk,electronics
edge:pair_score_max,0.0036266833597822976,0.0016895099721081497,EdgeGAT_full_attention_ka_tk,electronics
edge:pair_score_mean,0.00016539191677977794,0.0002756358096566158,EdgeGAT_full_attention_ka_tk,electronics
node:refYear,0.0,0.0,EdgeGAT_full_attention_ka_tk,electronics
edge:dist,-0.0012783609976391164,-0.0009914044501677655,EdgeGAT_full_attention_ka_tk,electronics
node:pop_d,-0.0013556995271943872,-0.0010008381475828942,EdgeGAT_full_attention_ka_tk,electronics
node:events_total,0.36229658460530256,0.21810398923723592,EdgeGAT_full_blend_tk_ka,electronics
node:gdpcap_o,0.20170728888029854,0.19096624177972746,EdgeGAT_full_blend_tk_ka,electronics
node:tone_mean,0.1657865335735765,0.11941516164995665,EdgeGAT_full_blend_tk_ka,electronics
node:score_mean,0.1591915906775331,0.08910994470833677,EdgeGAT_full_blend_tk_ka,electronics
node:pop_o,0.14444449968021567,0.07801470241192399,EdgeGAT_full_blend_tk_ka,electronics
node:goldstein_wmean,0.11794746525600826,0.0359323720355517,EdgeGAT_full_blend_tk_ka,electronics
node:score_vol,0.0432164478137698,0.010255139294363872,EdgeGAT_full_blend_tk_ka,electronics
node:cmdCode,0.03457077752490204,0.026825088241613265,EdgeGAT_full_blend_tk_ka,electronics
node:gdpcap_d,0.01837349268532266,0.009338146442003889,EdgeGAT_full_blend_tk_ka,electronics
node:pop_d,0.004779579560407495,0.0036863795530659438,EdgeGAT_full_blend_tk_ka,electronics
edge:pair_gold_mean,0.003657638311500714,0.0018778240515957185,EdgeGAT_full_blend_tk_ka,electronics
node:score_max,0.0021725388474320706,0.002078444921968107,EdgeGAT_full_blend_tk_ka,electronics
edge:dist,0.0014328957306762868,-0.0005421214557948343,EdgeGAT_full_blend_tk_ka,electronics
node:refYear,0.0,0.0,EdgeGAT_full_blend_tk_ka,electronics
edge:pair_score_mean,-0.0005070485489297264,-9.114577472642733e-05,EdgeGAT_full_blend_tk_ka,electronics
edge:pair_events,-0.0005522050333948888,0.0003627405041934188,EdgeGAT_full_blend_tk_ka,electronics
edge:pair_score_max,-0.0014504696473226497,-7.075764600802022e-05,EdgeGAT_full_blend_tk_ka,electronics
node:active_months,-0.004152789543788134,-0.001969746331867158,EdgeGAT_full_blend_tk_ka,electronics
gdpcap_o,0.286450053954597,0.29201995650450047,GAT_first_none,chips
pop_o,0.17708717851059044,0.1307958143205258,GAT_first_none,chips
dist,0.12046482667652099,0.11332815202683245,GAT_first_none,chips
pop_d,0.043393025131532426,0.04860378466368483,GAT_first_none,chips
gdpcap_d,0.03375095273529786,0.023355588889116485,GAT_first_none,chips
cmdCode,0.025577881202335617,0.002936833227085489,GAT_first_none,chips
refYear,0.0,0.0,GAT_first_none,chips
gdpcap_o,0.1224883301651785,0.1332113347349875,GAT_first_keepall,chips
score_mean,0.10005444394764511,0.07808278562223736,GAT_first_keepall,chips
dist,0.08697535473383951,0.08690343722768851,GAT_first_keepall,chips
pop_o,0.07202421384884672,0.03540383379778361,GAT_first_keepall,chips
active_months,0.06665900226489625,0.044817376317340805,GAT_first_keepall,chips
tone_mean,0.05466430383621409,0.050617741852086985,GAT_first_keepall,chips
goldstein_wmean,0.04672992669295628,0.04223653561390439,GAT_first_keepall,chips
cmdCode,0.014006177316817489,0.004695779125465964,GAT_first_keepall,chips
gdpcap_d,0.012165830764583033,0.009076147558666555,GAT_first_keepall,chips
events_total,0.011291824780875833,0.013112083359472337,GAT_first_keepall,chips
pop_d,0.01125222405665068,0.011244282084508487,GAT_first_keepall,chips
score_max,0.0032241356526058196,0.007628003428771272,GAT_first_keepall,chips
refYear,0.0,0.0,GAT_first_keepall,chips
score_vol,-0.0022177923747601636,-0.002278434134963425,GAT_first_keepall,chips
tone_mean,0.16542900284806827,0.13460225572181173,GAT_first_topk,chips
gdpcap_o,0.11629446855278396,0.12454649893934577,GAT_first_topk,chips
events_total,0.1121226818381413,0.1003970931179392,GAT_first_topk,chips
pop_o,0.08837726274547471,0.044196575438947984,GAT_first_topk,chips
goldstein_wmean,0.06566781770860024,0.020699262661276085,GAT_first_topk,chips
score_mean,0.0638054220416238,0.053800668583230314,GAT_first_topk,chips
dist,0.05725381466891366,0.0660977008152721,GAT_first_topk,chips
active_months,0.05260280984411928,0.04734150143828223,GAT_first_topk,chips
pop_d,0.010795697435537025,0.010940761529958784,GAT_first_topk,chips
score_vol,0.01075884669524448,0.0009992881865746501,GAT_first_topk,chips
cmdCode,0.010617026215317349,0.0031396038640532087,GAT_first_topk,chips
score_max,0.0045682667647808,0.003754388456226776,GAT_first_topk,chips
refYear,0.0,0.0,GAT_first_topk,chips
gdpcap_d,-0.0019889600537337238,-0.000751134038166216,GAT_first_topk,chips
node:gdpcap_o,0.24852729291010742,0.21755293079393256,EdgeGAT_full_attention_ka_ka,chips
node:pop_o,0.14579147269174061,0.10302480376355723,EdgeGAT_full_attention_ka_ka,chips
node:goldstein_wmean,0.13347101235900674,0.09152798240199372,EdgeGAT_full_attention_ka_ka,chips
node:score_mean,0.09963129485842633,0.05953106960768084,EdgeGAT_full_attention_ka_ka,chips
node:tone_mean,0.051812336515438186,0.03920656276274037,EdgeGAT_full_attention_ka_ka,chips
node:cmdCode,0.03755874495792888,0.019549064733060357,EdgeGAT_full_attention_ka_ka,chips
node:active_months,0.02420538002234755,0.012368247374306529,EdgeGAT_full_attention_ka_ka,chips
node:gdpcap_d,0.023254369633306776,0.012149361858096785,EdgeGAT_full_attention_ka_ka,chips
node:score_vol,0.013390215893658,0.008269851690217322,EdgeGAT_full_attention_ka_ka,chips
node:pop_d,0.008966274619233938,0.007502635625996845,EdgeGAT_full_attention_ka_ka,chips
node:score_max,0.0006161319232507179,0.0018817176308651244,EdgeGAT_full_attention_ka_ka,chips
edge:dist,0.00018246074221983655,0.00046785660724590894,EdgeGAT_full_attention_ka_ka,chips
node:refYear,0.0,0.0,EdgeGAT_full_attention_ka_ka,chips
edge:pair_score_mean,-0.0005721730450873874,-0.0001085201968878587,EdgeGAT_full_attention_ka_ka,chips
edge:pair_gold_mean,-0.0014307770936224928,0.004862680441280798,EdgeGAT_full_attention_ka_ka,chips
edge:pair_events,-0.0022565171607031864,-0.00025001336871492236,EdgeGAT_full_attention_ka_ka,chips
edge:pair_score_max,-0.002494155091877226,-2.2831778033453414e-05,EdgeGAT_full_attention_ka_ka,chips
node:events_total,-0.005792321198745916,0.0010935823091191936,EdgeGAT_full_attention_ka_ka,chips
node:score_mean,0.45661798565995654,0.22370801595653877,EdgeGAT_full_attention_ka_tk,chips
node:tone_mean,0.31422866229197693,0.18136815084162702,EdgeGAT_full_attention_ka_tk,chips
node:active_months,0.1829276418221066,0.05829190008849646,EdgeGAT_full_attention_ka_tk,chips
node:score_vol,0.14676597969597005,0.11189790992326953,EdgeGAT_full_attention_ka_tk,chips
node:gdpcap_o,0.0758347383039623,0.07536343304682443,EdgeGAT_full_attention_ka_tk,chips
node:goldstein_wmean,0.0721485564033592,0.038020926322915094,EdgeGAT_full_attention_ka_tk,chips
node:events_total,0.042949501504299804,0.016946786767295663,EdgeGAT_full_attention_ka_tk,chips
node:pop_o,0.03920838231921361,0.021288024238460806,EdgeGAT_full_attention_ka_tk,chips
node:cmdCode,0.02001743632609147,0.01503469981241845,EdgeGAT_full_attention_ka_tk,chips
node:score_max,0.007941534508140724,0.011207115174999727,EdgeGAT_full_attention_ka_tk,chips
node:pop_d,0.004723493701495533,0.004968214601585363,EdgeGAT_full_attention_ka_tk,chips
edge:dist,0.0022014070784810804,0.0012655086894071133,EdgeGAT_full_attention_ka_tk,chips
node:gdpcap_d,0.00021704747345289524,-0.0001561603468018813,EdgeGAT_full_attention_ka_tk,chips
edge:pair_score_max,0.00011229495607708213,0.00037163730529599093,EdgeGAT_full_attention_ka_tk,chips
edge:pair_gold_mean,3.891055965665746e-05,0.002103265450837647,EdgeGAT_full_attention_ka_tk,chips
node:refYear,0.0,0.0,EdgeGAT_full_attention_ka_tk,chips
edge:pair_score_mean,-0.0007116669449760415,4.735375538452343e-05,EdgeGAT_full_attention_ka_tk,chips
edge:pair_events,-0.0038068972633723184,-0.002177033268069543,EdgeGAT_full_attention_ka_tk,chips
node:events_total,0.18178185311045522,0.12304546095263375,EdgeGAT_full_blend_tk_ka,chips
node:gdpcap_o,0.16263806951211823,0.17397563148329123,EdgeGAT_full_blend_tk_ka,chips
node:tone_mean,0.11795393819620059,0.10279682425227421,EdgeGAT_full_blend_tk_ka,chips
node:pop_o,0.09794749363623563,0.06598609657872123,EdgeGAT_full_blend_tk_ka,chips
node:active_months,0.05722074371165783,0.04339558990616819,EdgeGAT_full_blend_tk_ka,chips
node:cmdCode,0.03013752690034599,0.01864867328486275,EdgeGAT_full_blend_tk_ka,chips
node:score_vol,0.013248916295159785,0.019580167501679235,EdgeGAT_full_blend_tk_ka,chips
node:gdpcap_d,0.011929197959115734,0.011623468947474533,EdgeGAT_full_blend_tk_ka,chips
node:goldstein_wmean,0.010250021099447578,0.010669928826779898,EdgeGAT_full_blend_tk_ka,chips
edge:pair_gold_mean,0.009674073056999188,0.013578668229011956,EdgeGAT_full_blend_tk_ka,chips
edge:dist,0.0018159696691361082,0.0006235286725510362,EdgeGAT_full_blend_tk_ka,chips
node:score_mean,0.0015262634391565537,0.006307847928114341,EdgeGAT_full_blend_tk_ka,chips
node:score_max,0.0010020270448755086,0.0006704274851208799,EdgeGAT_full_blend_tk_ka,chips
edge:pair_score_max,0.00025320294843193353,9.512067064154639e-05,EdgeGAT_full_blend_tk_ka,chips
edge:pair_score_mean,4.7044343241357346e-05,1.8531159280484506e-05,EdgeGAT_full_blend_tk_ka,chips
node:refYear,0.0,0.0,EdgeGAT_full_blend_tk_ka,chips
edge:pair_events,-0.00015391847158430227,9.166045670953397e-05,EdgeGAT_full_blend_tk_ka,chips
node:pop_d,-0.0022747740523797098,-0.006338914733525621,EdgeGAT_full_blend_tk_ka,chips
